customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1589,Walker,Bartalot,M,83,32.0,Human Resources Manager,Health,Mass Customer,N,Yes,4.0
1086,Ezechiel,Parnall,M,84,32.0,Statistician IV,Property,Mass Customer,N,Yes,4.0
1379,Lou,Drews,F,63,32.0,Legal Assistant,Financial Services,Mass Customer,N,Yes,7.0
1793,Hewett,Handes,M,19,32.0,Actuary,Financial Services,Mass Customer,N,Yes,2.0
3685,Solomon,Ruffles,M,86,32.0,Human Resources Manager,Financial Services,Affluent Customer,N,Yes,16.0
3843,Mahmoud,Ligerton,M,0,32.0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,16.0
2472,Mathias,Element,M,99,32.0,Product Engineer,Health,High Net Worth,N,Yes,16.0
1377,Giacomo,Roseburgh,M,86,32.0,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,2.0
1214,Martino,Shalcros,M,0,32.0,Internal Auditor,Property,High Net Worth,N,No,15.0
1538,Ahmed,Edmondson,M,74,32.0,Pharmacist,Health,High Net Worth,N,Yes,12.0
3994,Stephie,Byars,F,5,32.0,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,12.0
537,Raine,Sneezum,F,16,32.0,Structural Engineer,Entertainment,High Net Worth,N,No,7.0
3665,Toma,Klaaasen,F,19,32.0,Dental Hygienist,Health,Mass Customer,N,No,6.0
2148,Annis,Freeth,F,78,32.0,Engineer I,Manufacturing,Mass Customer,N,Yes,15.0
2766,Rozanna,Chartman,F,93,32.0,Financial Advisor,Financial Services,High Net Worth,N,Yes,8.0
1575,Phaidra,Jindacek,F,82,32.0,Design Engineer,Retail,Mass Customer,N,No,17.0
3453,Jammie,McEvon,F,57,33.0,Product Engineer,Retail,Affluent Customer,N,No,14.0
1296,Essy,Vondrak,F,61,33.0,Paralegal,Financial Services,Affluent Customer,N,Yes,9.0
1654,Melli,Sperwell,F,67,33.0,Professor,IT,High Net Worth,N,Yes,9.0
86,Job,Sleney,M,75,33.0,Occupational Therapist,Health,High Net Worth,N,Yes,7.0
2121,Clarita,Jaqueminet,F,35,33.0,Nurse,Financial Services,Mass Customer,N,Yes,22.0
345,Tish,Oleksiak,F,74,33.0,Senior Sales Associate,Health,High Net Worth,N,Yes,17.0
1098,Maure,Crow,F,99,33.0,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0
793,Kissie,Delong,F,97,33.0,Actuary,Financial Services,High Net Worth,N,Yes,9.0
2037,Irwin,Ryall,M,19,33.0,VP Marketing,IT,Mass Customer,N,No,6.0
1708,Wenona,Mahaddie,F,39,33.0,Marketing Manager,Property,High Net Worth,N,No,20.0
2707,Tabb,Haberjam,M,56,33.0,Account Coordinator,Property,High Net Worth,N,Yes,5.0
1690,Torey,Kensall,M,6,33.0,Food Chemist,Health,Affluent Customer,N,Yes,16.0
2692,Jacklyn,Bromehed,F,57,33.0,Research Associate,Health,High Net Worth,N,Yes,22.0
123,Almeta,Kalinsky,F,85,33.0,Analyst Programmer,Financial Services,High Net Worth,N,No,15.0
3432,Max,Cloney,F,99,33.0,Junior Executive,Argiculture,Mass Customer,N,Yes,2.0
3550,Daisey,Britto,F,50,33.0,Environmental Tech,Retail,Mass Customer,N,Yes,16.0
3602,Alicea,Scamwell,F,23,33.0,Account Coordinator,Health,Mass Customer,N,No,12.0
3026,Minda,Pendrid,F,11,33.0,Account Representative III,Property,Mass Customer,N,Yes,5.0
1603,Osgood,Emerine,M,89,33.0,Quality Engineer,Manufacturing,Affluent Customer,N,Yes,20.0
2488,Idalia,Braunton,F,32,33.0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0
1713,Jennica,Jeeks,F,89,33.0,Teacher,Retail,High Net Worth,N,Yes,21.0
971,Sarge,Lerohan,M,11,33.0,Geologist I,Manufacturing,High Net Worth,N,No,22.0
3441,Janelle,Ebbage,F,44,33.0,Legal Assistant,Manufacturing,High Net Worth,N,Yes,20.0
10,Fiorenze,Birdall,F,49,33.0,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,20.0
856,Peyton,Monkeman,M,63,33.0,Quality Engineer,Financial Services,Mass Customer,N,Yes,9.0
1089,Korney,Hess,F,90,33.0,Product Engineer,Property,Affluent Customer,N,No,12.0
172,Hilton,Carney,M,54,33.0,Editor,Manufacturing,Affluent Customer,N,Yes,6.0
590,Ddene,Burleton,F,85,33.0,Assistant Professor,Health,Mass Customer,N,Yes,11.0
1189,Mart,Bazoche,M,22,33.0,Geologist I,Health,High Net Worth,N,Yes,8.0
2719,Alleyn,Clear,M,69,33.0,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0
1814,Shawn,Platfoot,F,33,33.0,Web Designer IV,Retail,Affluent Customer,N,No,17.0
1179,Kerry,Pashenkov,M,56,33.0,Media Manager IV,Financial Services,High Net Worth,N,Yes,13.0
3069,Phylis,Traves,F,59,33.0,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12.0
1448,Hinze,Bullent,M,40,33.0,VP Product Management,Property,Mass Customer,N,No,20.0
2727,Kim,Gabbitis,F,88,33.0,Administrative Officer,Financial Services,High Net Worth,N,Yes,2.0
1868,Aloisia,Ivel,F,11,33.0,Assistant Manager,Retail,Mass Customer,N,No,10.0
1055,Danell,Rose,F,30,33.0,Data Coordiator,Manufacturing,Mass Customer,N,No,12.0
1552,Cully,Mangeon,M,80,33.0,Research Associate,Entertainment,Mass Customer,N,Yes,8.0
1715,Cobb,Schrinel,M,41,33.0,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0
3914,Izabel,Roelofs,F,79,33.0,Assistant Manager,Entertainment,Affluent Customer,N,Yes,22.0
798,Dorita,Blackburne,F,22,33.0,Teacher,Financial Services,High Net Worth,N,No,5.0
936,Raffaello,Godleman,M,64,33.0,Speech Pathologist,Health,High Net Worth,N,No,3.0
877,Didi,Milne,F,92,33.0,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3.0
2782,Gillian,Scrimshire,F,91,33.0,Tax Accountant,IT,Mass Customer,N,No,12.0
661,Cinderella,Haslen,F,35,33.0,Sales Associate,IT,High Net Worth,N,No,14.0
1203,Claresta,Carnier,F,38,33.0,Technical Writer,Health,Affluent Customer,N,No,22.0
2323,Adair,Piser,M,2,33.0,Desktop Support Technician,Property,High Net Worth,N,No,13.0
1906,Waylan,Katte,M,69,33.0,Product Engineer,Retail,Mass Customer,N,No,22.0
623,Hazel,Brokenshire,M,52,33.0,Health Coach II,Property,High Net Worth,N,No,4.0
2791,Dew,Lavrinov,M,72,33.0,Financial Advisor,Financial Services,Mass Customer,N,No,3.0
2097,Web,Decaze,M,38,33.0,Recruiter,Telecommunications,Mass Customer,N,No,21.0
2225,Christina,Easum,F,45,33.0,Occupational Therapist,Health,Affluent Customer,N,No,19.0
3821,Cassandra,Cescotti,F,96,33.0,VP Marketing,Manufacturing,Affluent Customer,N,No,14.0
1337,Damara,Wheatland,F,15,34.0,Structural Engineer,Health,Mass Customer,N,No,10.0
559,Erma,Vyel,F,39,34.0,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,16.0
363,Sabrina,Caddy,F,82,34.0,Project Manager,Retail,Mass Customer,N,Yes,7.0
2318,Willa,Malyan,F,30,34.0,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6.0
2767,Sybil,Scramage,F,84,34.0,Desktop Support Technician,Property,High Net Worth,N,No,22.0
3770,Caddric,Ruddiforth,M,54,34.0,Legal Assistant,Argiculture,Mass Customer,N,No,17.0
3210,Stella,Abreheart,F,80,34.0,Junior Executive,Manufacturing,Mass Customer,N,No,1.0
2544,Ellery,Bowra,M,73,34.0,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0
2924,Fina,McLaughlin,F,79,34.0,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0
1225,Arte,Witchell,M,5,34.0,Clinical Specialist,Health,Mass Customer,N,Yes,10.0
1607,Tiffani,Van Castele,F,39,34.0,Marketing Assistant,Retail,Mass Customer,N,Yes,15.0
2800,Dominga,Planke,F,29,34.0,Cost Accountant,Financial Services,Mass Customer,N,No,2.0
1920,Rutter,Marlen,M,29,34.0,Sales Associate,Financial Services,Mass Customer,N,No,13.0
692,Goraud,Ayling,M,42,34.0,Database Administrator IV,Property,Mass Customer,N,No,7.0
2862,Normand,Pattillo,M,46,34.0,Cost Accountant,Financial Services,Mass Customer,N,No,10.0
313,Theo,McKune,M,70,34.0,Operator,Manufacturing,Mass Customer,N,Yes,13.0
1828,Leigha,Bacchus,F,65,34.0,Junior Executive,Manufacturing,Affluent Customer,N,No,14.0
137,Vaughn,Artin,M,27,34.0,Office Assistant II,Property,High Net Worth,N,No,10.0
1729,Alla,Kyles,F,37,34.0,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7.0
232,Zaria,Koeppke,F,94,34.0,Professor,Retail,Mass Customer,N,No,12.0
763,Benita,Cuffley,F,95,34.0,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0
2682,Annamarie,Bouzan,F,54,34.0,Accountant III,Manufacturing,High Net Worth,N,Yes,20.0
1058,Gretel,Gionettitti,F,37,34.0,Research Assistant IV,Retail,Affluent Customer,N,Yes,4.0
1396,Sinclair,Melonby,M,20,34.0,Cost Accountant,Financial Services,Mass Customer,N,No,18.0
1148,Inigo,Ojeda,M,60,34.0,Statistician IV,Financial Services,High Net Worth,N,No,5.0
2026,Anabelle,Rogerson,F,62,34.0,Structural Engineer,Property,Mass Customer,N,Yes,7.0
1517,Murdoch,Twort,M,90,34.0,Operator,IT,Affluent Customer,N,No,12.0
3579,Rachel,Somes,F,32,34.0,Software Test Engineer III,Health,High Net Worth,N,No,20.0
3888,Lusa,Vigers,F,4,34.0,Programmer Analyst I,IT,High Net Worth,N,Yes,11.0
3101,Paxton,Lermit,M,68,34.0,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0
3469,Arabele,Lantoph,F,90,34.0,Nurse Practicioner,Health,Mass Customer,N,Yes,5.0
372,Moina,Thumim,F,19,34.0,Graphic Designer,Property,Affluent Customer,N,Yes,4.0
1493,Lisabeth,Fundell,F,51,34.0,Engineer II,Argiculture,High Net Worth,N,No,22.0
551,Florence,Muldoon,F,8,34.0,Structural Engineer,Financial Services,High Net Worth,N,No,9.0
1265,Kipper,Monck,M,72,34.0,Biostatistician I,Property,Mass Customer,N,Yes,2.0
919,Grove,Peltzer,M,48,34.0,Registered Nurse,Health,Mass Customer,N,Yes,13.0
3495,Constantine,Frissell,F,57,34.0,Programmer III,Financial Services,High Net Worth,N,No,8.0
2712,Carissa,Hassent,F,0,34.0,Tax Accountant,Manufacturing,High Net Worth,N,Yes,11.0
3400,Brenna,Childes,F,46,34.0,Sales Associate,Financial Services,Mass Customer,N,Yes,18.0
406,Rhona,Spilsburie,F,58,34.0,Financial Analyst,Financial Services,High Net Worth,N,No,12.0
940,Marnia,Claesens,F,3,34.0,Administrative Officer,Manufacturing,Mass Customer,N,No,9.0
2294,Skipton,Cordie,M,25,34.0,Associate Professor,Manufacturing,Mass Customer,N,No,21.0
272,Arlie,Crean,F,22,34.0,Product Engineer,Retail,Mass Customer,N,Yes,1.0
342,Winslow,Hammant,M,40,34.0,Programmer IV,Health,High Net Worth,N,No,2.0
159,Arin,Matskevich,M,90,34.0,Research Nurse,Health,Affluent Customer,N,No,13.0
241,Quillan,Duigan,M,94,34.0,Quality Engineer,Entertainment,Mass Customer,N,No,20.0
1839,Faythe,Rance,F,60,34.0,Internal Auditor,Entertainment,High Net Worth,N,Yes,5.0
2195,Nevsa,Taill,F,94,34.0,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13.0
3280,Micki,McNamara,F,49,34.0,General Manager,Financial Services,Mass Customer,N,Yes,21.0
603,Alidia,Durrett,F,28,34.0,Marketing Assistant,Financial Services,Affluent Customer,N,No,11.0
1612,Wendel,Headland,M,70,34.0,Community Outreach Specialist,Financial Services,High Net Worth,N,Yes,22.0
1446,Gabriello,Nell,M,51,34.0,Engineer I,Manufacturing,Mass Customer,N,No,17.0
3234,Mata,Hoggan,M,35,34.0,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19.0
3610,Erl,Markel,M,1,34.0,Graphic Designer,Financial Services,High Net Worth,N,Yes,16.0
1331,Edward,Hawkwood,M,12,34.0,Tax Accountant,Telecommunications,High Net Worth,N,No,17.0
3838,Mil,Clemitt,F,59,34.0,Sales Associate,Financial Services,Affluent Customer,N,Yes,4.0
2375,Alika,Milbourne,F,21,34.0,Sales Representative,Retail,Affluent Customer,N,No,8.0
1747,Obadiah,Fairall,M,46,34.0,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0
1063,Terrence,Geck,M,22,35.0,Actuary,Financial Services,Affluent Customer,N,Yes,13.0
2817,Agata,Inglesent,F,33,35.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,6.0
2891,Renae,Ughetti,F,5,35.0,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,12.0
708,Idalina,Wilcot,F,31,35.0,Safety Technician II,IT,Mass Customer,N,Yes,10.0
2263,Lois,Sorel,F,79,35.0,Professor,Argiculture,Mass Customer,N,Yes,21.0
1716,Lou,Yellep,F,42,35.0,Senior Developer,Telecommunications,Affluent Customer,N,No,5.0
1942,Abe,Townby,M,0,35.0,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0
3285,Mendie,Teresi,M,51,35.0,Recruiter,Health,Affluent Customer,N,Yes,9.0
3543,Shanie,Zahor,F,15,35.0,Food Chemist,Health,High Net Worth,N,Yes,21.0
611,Otto,Huriche,M,58,35.0,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16.0
1310,Keane,Leebeter,M,38,35.0,Geological Engineer,Manufacturing,High Net Worth,N,Yes,13.0
401,Halette,Helling,F,56,35.0,Assistant Professor,Retail,Mass Customer,N,No,15.0
697,Weston,Brokenshaw,M,25,35.0,Environmental Specialist,Entertainment,Mass Customer,N,No,10.0
2338,Clarie,Hackworth,F,13,35.0,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5.0
2571,Chariot,Keefe,M,97,35.0,Internal Auditor,Health,Affluent Customer,N,Yes,7.0
3912,Ryon,Darridon,M,89,35.0,Social Worker,Health,Affluent Customer,N,No,22.0
3388,Urbanus,Pichan,M,81,35.0,VP Marketing,Retail,Mass Customer,N,No,7.0
1370,Chastity,Martinat,F,44,35.0,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0
1529,Tansy,Beltzner,F,0,35.0,Media Manager III,Financial Services,High Net Worth,N,Yes,5.0
2299,Mahmoud,Dagworthy,M,11,35.0,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7.0
1043,Giorgi,Hurford,M,34,35.0,Sales Associate,Financial Services,Mass Customer,N,Yes,16.0
3126,Bondon,Deeley,M,7,35.0,Statistician IV,Financial Services,High Net Worth,N,No,12.0
2985,Kerby,Nesfield,M,69,35.0,Sales Representative,Retail,Affluent Customer,N,Yes,14.0
1929,Elka,Crossgrove,F,79,35.0,Food Chemist,Health,Affluent Customer,N,No,20.0
3058,Hamnet,Kibblewhite,M,67,35.0,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0
1720,Matilda,Milton,F,96,35.0,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0
1550,Nell,MacCafferky,F,3,35.0,Programmer Analyst II,IT,Mass Customer,N,Yes,12.0
2234,Dylan,Hanvey,M,48,35.0,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0
3728,Chanda,Garmons,F,27,35.0,Technical Writer,Property,Affluent Customer,N,Yes,21.0
3900,Garland,Wildsmith,F,78,35.0,GIS Technical Architect,Financial Services,Mass Customer,N,Yes,3.0
1789,Talya,Darycott,F,44,35.0,Analog Circuit Design manager,Property,Mass Customer,N,No,9.0
1508,Orv,Milland,M,80,35.0,Clinical Specialist,Health,Affluent Customer,N,Yes,11.0
1755,Dagmar,Panyer,F,38,35.0,Tax Accountant,Property,Mass Customer,N,No,20.0
1587,Kevan,Laminman,M,17,35.0,Software Test Engineer III,Entertainment,Affluent Customer,N,Yes,12.0
630,D'arcy,Rowden,M,90,35.0,Statistician III,Property,Affluent Customer,N,Yes,17.0
961,Rosamund,Shelton,F,73,35.0,Assistant Manager,Financial Services,Mass Customer,N,No,6.0
3508,Malvin,Marre,M,89,35.0,Pharmacist,Health,Mass Customer,N,No,5.0
233,Art,Barwell,M,34,35.0,Environmental Tech,Property,Mass Customer,N,No,13.0
3478,Hartwell,Schach,M,54,35.0,Quality Control Specialist,Health,Mass Customer,N,No,17.0
324,Franz,Lyptrit,M,97,35.0,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15.0
459,Bel,Cheeke,F,88,35.0,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13.0
3743,Riki,Aimable,F,85,35.0,Tax Accountant,Property,Mass Customer,N,No,22.0
2345,Arden,Godard,F,50,35.0,Systems Administrator I,Retail,Affluent Customer,N,Yes,3.0
3677,Bartel,Fonteyne,M,3,35.0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20.0
3932,Hadley,Veracruysse,M,85,35.0,Senior Editor,Financial Services,Mass Customer,N,No,11.0
1425,Chrisy,Sivess,M,20,35.0,General Manager,Retail,High Net Worth,N,Yes,11.0
2639,Mufi,O'Kielt,F,70,35.0,Geologist IV,Entertainment,Mass Customer,N,Yes,10.0
3294,Juditha,Leidl,F,90,35.0,Director of Sales,Manufacturing,Affluent Customer,N,No,6.0
2507,Alysa,Galilee,F,77,35.0,Biostatistician III,Health,Affluent Customer,N,Yes,8.0
3948,Roberto,Beinke,M,44,35.0,Occupational Therapist,Health,Mass Customer,N,No,13.0
2328,Gayler,Shackle,M,63,35.0,Dental Hygienist,Health,Mass Customer,N,Yes,8.0
3268,Estelle,Sam,F,93,35.0,General Manager,Manufacturing,Mass Customer,N,No,20.0
2900,Cyrille,Figliovanni,M,29,35.0,Occupational Therapist,Health,Mass Customer,N,Yes,18.0
1474,Farley,Rosen,M,54,35.0,Structural Analysis Engineer,Health,Mass Customer,N,Yes,21.0
1733,Gothart,Coomer,M,10,35.0,Associate Professor,Financial Services,High Net Worth,N,No,20.0
228,Lucia,Pickervance,F,59,35.0,Systems Administrator II,Manufacturing,High Net Worth,N,No,12.0
1341,Parry,Rigolle,M,65,35.0,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0
2806,Thorndike,Glossop,M,60,35.0,Programmer Analyst II,Manufacturing,Mass Customer,N,Yes,3.0
1256,Granny,Lukes,M,8,35.0,Food Chemist,Health,High Net Worth,N,No,9.0
3339,Andrea,Rand,M,76,35.0,Programmer Analyst III,Health,Mass Customer,N,No,21.0
3497,Thia,O'Day,F,73,35.0,Administrative Assistant IV,Manufacturing,Affluent Customer,N,Yes,18.0
910,Lewes,Foulcher,M,50,35.0,Biostatistician I,Financial Services,Mass Customer,N,No,14.0
2882,Claudia,Doog,F,62,35.0,Chief Design Engineer,Manufacturing,Mass Customer,N,No,9.0
3496,Danya,Burnyeat,M,99,35.0,Editor,Manufacturing,Mass Customer,N,Yes,19.0
2933,Ralf,Presidey,M,61,35.0,Administrative Officer,Retail,Affluent Customer,N,Yes,6.0
3271,Daisi,Philip,F,21,35.0,Chief Design Engineer,Property,High Net Worth,N,Yes,16.0
583,Tirrell,Haysham,M,97,35.0,Registered Nurse,Health,Mass Customer,N,No,4.0
284,Seth,Moorman,M,38,35.0,Financial Analyst,Financial Services,High Net Worth,N,Yes,9.0
2934,Candida,Hickenbottom,F,26,35.0,Media Manager III,Telecommunications,Mass Customer,N,Yes,9.0
3425,Alister,De la Yglesia,M,32,35.0,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,12.0
3087,Gerry,Scatcher,M,64,35.0,Social Worker,Health,Mass Customer,N,No,9.0
1556,Bartram,Brownstein,M,30,35.0,Web Developer III,Manufacturing,Mass Customer,N,Yes,6.0
2359,Merlina,Bream,F,80,35.0,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7.0
1241,Lolly,Junkison,F,23,35.0,Pharmacist,Health,Affluent Customer,N,Yes,11.0
2436,Jaymie,Wellesley,M,37,35.0,Help Desk Technician,IT,Mass Customer,N,No,4.0
3572,Willis,Tilston,M,54,35.0,Sales Representative,Retail,Affluent Customer,N,Yes,2.0
947,Hyacinth,Naldrett,F,43,36.0,Pharmacist,Health,Mass Customer,N,No,10.0
2056,Cristin,Smoughton,F,65,36.0,Biostatistician IV,Property,High Net Worth,N,No,22.0
802,Ailyn,Carberry,F,50,36.0,Financial Analyst,Financial Services,Mass Customer,N,No,3.0
1313,Hughie,Laboune,M,59,36.0,Analyst Programmer,Property,Mass Customer,N,No,22.0
3256,Collen,Kew,F,76,36.0,Professor,Financial Services,Affluent Customer,N,No,6.0
3884,Sibley,Thirlwall,F,69,36.0,Web Designer II,Manufacturing,High Net Worth,N,Yes,18.0
1052,Dela,Flannigan,F,31,36.0,Junior Executive,Financial Services,High Net Worth,N,No,3.0
3019,Alonso,Ceyssen,M,98,36.0,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0
1193,Quintus,Whear,M,58,36.0,Safety Technician I,Retail,High Net Worth,N,No,5.0
2814,Mandel,Hellyar,M,42,36.0,Junior Executive,Property,High Net Worth,N,Yes,18.0
2649,Merwyn,MacPhail,M,7,36.0,Dental Hygienist,Health,Affluent Customer,N,Yes,20.0
2672,Talbert,Folliss,M,21,36.0,Clinical Specialist,Health,Affluent Customer,N,No,4.0
3164,Hortensia,Rainger,F,53,36.0,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0
2459,Jeanna,Naulls,F,67,36.0,Quality Engineer,Manufacturing,High Net Worth,N,No,18.0
3594,Gustavo,Juschka,M,45,36.0,Marketing Assistant,Manufacturing,Mass Customer,N,No,18.0
1996,Filmer,Furby,M,4,36.0,Structural Engineer,Manufacturing,Mass Customer,N,No,4.0
155,Orran,Bogges,M,4,36.0,Quality Engineer,Manufacturing,Mass Customer,N,No,10.0
2694,Teddi,De la Yglesias,F,48,36.0,Quality Engineer,Retail,Mass Customer,N,No,6.0
1586,Madelena,Risson,F,47,36.0,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15.0
37,Laurie,Dwerryhouse,F,46,36.0,Social Worker,Health,High Net Worth,N,No,16.0
1730,Tildi,Kirkup,F,29,36.0,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0
3833,Jamie,Staziker,F,88,36.0,Account Coordinator,Manufacturing,Mass Customer,N,No,16.0
3863,Virgilio,Haverty,M,30,36.0,Quality Control Specialist,Retail,High Net Worth,N,No,20.0
3857,Tanner,McCuthais,M,64,36.0,Structural Engineer,Financial Services,Mass Customer,N,Yes,10.0
2108,Michel,O'Halligan,F,41,36.0,Software Test Engineer IV,Property,Mass Customer,N,Yes,18.0
2210,Kirby,Cameron,M,16,36.0,Registered Nurse,Health,High Net Worth,N,No,5.0
263,Tonia,Leigh,F,89,36.0,Dental Hygienist,Health,High Net Worth,N,No,7.0
2780,Papageno,Beare,M,77,36.0,Actuary,Financial Services,Affluent Customer,N,Yes,16.0
937,Nikolos,McKyrrelly,M,65,36.0,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0
1576,Reube,Roscrigg,M,77,36.0,VP Marketing,Financial Services,Mass Customer,N,No,20.0
2175,Elvyn,Bullas,M,23,36.0,Web Developer III,Health,Mass Customer,N,No,13.0
2878,Sauveur,Skeel,M,73,36.0,Analog Circuit Design manager,Property,Mass Customer,N,Yes,9.0
114,Sunny,Swindells,F,10,36.0,Teacher,Entertainment,Affluent Customer,N,No,8.0
1081,Marga,Cradduck,F,25,36.0,Social Worker,Health,Mass Customer,N,No,16.0
2853,Clarence,Flook,M,65,36.0,Executive Secretary,Retail,High Net Worth,N,Yes,7.0
1943,Armstrong,Style,M,35,36.0,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13.0
3475,Correna,Goldsberry,F,12,36.0,Director of Sales,Retail,Affluent Customer,N,No,3.0
517,Iona,Fidgeon,F,73,36.0,Chief Design Engineer,Property,Mass Customer,N,Yes,3.0
382,Issiah,Fardell,M,68,36.0,Research Nurse,Health,Mass Customer,N,Yes,7.0
1632,Orbadiah,Kennicott,M,43,36.0,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0
3016,Forster,Bumford,M,25,36.0,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11.0
3991,Rolph,Sweetnam,M,61,36.0,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,13.0
1132,Coriss,Darkott,F,99,36.0,Actuary,Financial Services,Affluent Customer,N,Yes,9.0
3875,Berti,Arnould,M,2,36.0,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
783,Rudd,Strangeways,M,6,36.0,Information Systems Manager,Retail,Affluent Customer,N,No,14.0
1475,Aristotle,Jess,M,41,36.0,Recruiting Manager,Retail,Affluent Customer,N,Yes,7.0
129,Weidar,Silkstone,M,64,36.0,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0
1011,Cymbre,Janos,F,42,36.0,Occupational Therapist,Health,High Net Worth,N,Yes,10.0
2739,Alair,Cullingford,M,48,36.0,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15.0
2547,Aili,Scruby,F,91,36.0,Social Worker,Health,Mass Customer,N,Yes,14.0
549,Abrahan,Luckman,M,84,36.0,Human Resources Manager,Retail,Mass Customer,N,Yes,2.0
3140,Britt,Muddimer,F,2,36.0,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0
2397,Cassius,Birchenough,M,33,36.0,Analyst Programmer,Retail,Affluent Customer,N,Yes,4.0
1600,Priscella,Stathers,F,20,36.0,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0
287,Hannie,Wodham,F,41,36.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4.0
3402,Krystyna,Scadden,F,73,36.0,Statistician II,Retail,Mass Customer,N,No,10.0
2319,David,Darrigrand,M,63,36.0,Librarian,Entertainment,High Net Worth,N,No,18.0
2569,Sig,Sellan,M,62,36.0,VP Quality Control,Retail,Mass Customer,N,No,16.0
1830,Nathan,Antognazzi,M,98,36.0,Software Consultant,Manufacturing,High Net Worth,N,No,12.0
138,Onofredo,Franc,M,5,36.0,Recruiter,Financial Services,Affluent Customer,N,Yes,13.0
1738,Frankie,Seydlitz,M,39,36.0,Engineer II,Argiculture,High Net Worth,N,Yes,14.0
2932,Bradly,Deboick,M,4,36.0,Account Representative I,IT,Mass Customer,N,No,17.0
3247,Bellanca,Raymond,F,0,36.0,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0
146,Ricoriki,Matlock,M,34,36.0,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8.0
78,Arch,Van der Kruis,M,37,37.0,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8.0
1381,Ellary,Ramsey,M,79,37.0,Engineer IV,Manufacturing,Affluent Customer,N,Yes,15.0
2733,Jordanna,Skyme,F,89,37.0,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17.0
2119,Dorise,Bellon,F,51,37.0,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17.0
3559,Farra,Bails,F,80,37.0,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,17.0
367,Katrinka,Sturrock,F,93,37.0,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0
506,Brett,Scrancher,F,43,37.0,Health Coach II,Retail,Mass Customer,N,No,21.0
310,Myranda,Clowser,F,0,37.0,Account Coordinator,Financial Services,Mass Customer,N,Yes,18.0
